-1.182854793725238504e-04,-1.088527823238881228e-05,-5.998145607704736225e-04,2.256930858793334659e-04,8.530943221236106779e-05,-2.062520398122122324e-04,-1.253414828985189200e-04,2.725961321401255597e-04,-1.912737236071987269e-05,-3.546509417707456721e-04,-2.325957794170108498e-04,2.506326786699254932e-06,1.254196992121632797e-04,1.233971497486944266e-04,7.043812434972998148e-05,-6.604358964643749705e-04,1.719653809681943694e-03,-8.155562982823279510e-05,-6.456238098638900427e-04,-1.720520772828398485e-05,-1.045809501199858934e-03,-8.850816162692464004e-05,-2.365973665228217945e-03,-2.865495305350214969e-04,3.366252692260221285e-04,6.775049974067082204e-05,1.037066100118356809e-04,4.082287554099233058e-03,-1.031278845961384116e-03,-1.637981752848383403e-04,3.542366951429914155e-04,-4.728653155857131217e-03,1.346519917540019834e-04,-1.867710553748196567e-04,-6.523985974141100137e-05,3.944995829075998524e-05
-1.230158173941871670e-04,2.623065303123861325e-05,-8.379602349253752755e-04,4.560411629521657920e-05,-3.849562910163523654e-05,9.896771162089747394e-04,4.691755778490169506e-06,-1.243464290174670864e-03,2.294761548239037481e-04,-3.646594134074708873e-04,2.802224624712460334e-04,1.790768026463355632e-04,-1.342713578519929001e-04,-4.318085573055154805e-04,2.074649169118495111e-04,-3.758577452133569550e-04,2.873688282156441551e-04,-2.715488401359618262e-05,-7.111915884201539797e-04,-1.753832557630797260e-05,1.280119367939649153e-03,1.845671473413062666e-04,-1.286247307274253045e-03,1.037808366765390717e-03,-7.049249132609990533e-04,2.110635591918168968e-04,1.786694116527492483e-04,4.097066133201470589e-03,7.816597258074759478e-04,5.703928038337877370e-05,-8.371106461186360922e-04,5.059086804759587060e-03,-4.084376541998377950e-04,-1.389643112911733650e-03,-1.045807147331333871e-04,-9.857873534211527352e-05
-4.256431841343090005e-04,1.070315593752791956e-04,1.951186127023495391e-03,4.000796325325443707e-04,9.880554962097526481e-05,1.855395166116347104e-04,-2.371452337339752562e-04,3.360658565020169632e-04,-1.606731600157043931e-04,1.148328823497358738e-03,5.764470829532026891e-04,-1.748119164111177357e-03,-1.424092724456379880e-04,-6.312683139663903900e-05,-2.599433873965654911e-05,8.477505380414229177e-04,-6.287884302420273380e-03,-9.612102237719243429e-07,-9.915007489271513916e-04,7.749844123859509714e-07,3.754298483492597509e-04,-7.357169476082514847e-06,-3.399880053720478567e-04,-2.704540638134545708e-03,-4.438110228760268209e-04,2.814838685299187902e-04,-5.472570924112521619e-05,9.097121265064548549e-04,-1.205132397302206902e-04,-3.050712871966915793e-04,2.342061891868831057e-04,3.419159020223362547e-04,2.312923976013610359e-04,1.306879035183293285e-03,-4.941645651491624472e-05,-1.239318382784089204e-05
-5.482476009726724216e-04,3.748197399403633255e-05,2.008495278286980164e-03,4.664538705414431594e-04,-1.312999210473976433e-04,-8.207157655645049834e-04,-1.847360781810952117e-04,1.071364186737783165e-04,4.509042035785199861e-05,4.447912107741192750e-03,-9.471852246782987714e-04,2.382370086978725411e-03,5.731287035011207532e-04,1.199873414217509938e-04,2.830301677738353305e-04,2.421781746817514697e-04,1.009839040629637247e-04,-9.622149990974818908e-06,-8.122488058678988942e-04,-1.226059702515065752e-04,3.583891753014764233e-08,-2.136567912577525506e-03,2.075173901324633345e-04,3.943292014764174409e-03,-2.156426655414048037e-05,2.446299187220034809e-04,1.402030553505700060e-04,-1.395114765091762601e-04,-1.281856427272915345e-04,7.846595931807054522e-04,1.487762468723361885e-03,-6.013059665535774130e-04,2.117179905882690379e-04,7.052600901042987850e-04,-8.262656990236736120e-06,7.352718202410876718e-06
1.199620307049029631e-03,-1.684757582597409603e-03,-5.945155164608183890e-05,-1.140612878151946825e-03,-9.122451234216116941e-04,-9.573024833136222140e-05,1.935598695822504395e-03,1.925216484035920984e-04,1.128394877488366214e-04,3.870936801346032668e-03,-3.728323851232811094e-04,-4.702615637698596561e-04,-6.740170002985254811e-04,-1.582492718718329981e-04,1.582978940064056202e-06,-5.139965444483295901e-04,2.481350159114678253e-03,-5.024004845541091453e-04,-1.200979512660861268e-03,-1.682082413649634632e-05,-3.736288665342772024e-05,3.355785432731695113e-03,2.761058386561926828e-04,-2.088909237354634549e-03,1.433377152744323214e-04,3.094251545333443469e-06,2.807092912442053193e-04,-8.661553823036810461e-06,8.991976181916322333e-04,1.209624974776311174e-03,-8.562661981331331140e-04,-7.893758645879395553e-05,-7.409152018660621454e-04,-3.655371262534199707e-05,1.062940745901297431e-05,-1.797415316966428353e-05
6.069579540354994550e-04,2.362831247790272374e-03,-5.018273717949542443e-04,-3.524059826559017370e-03,2.451247913037410148e-03,-1.244493817349253647e-05,4.424642964477291550e-04,-2.463126045765296770e-04,7.685138098828171336e-04,6.020456834223339155e-05,5.987852035081699586e-04,-3.043063406100026151e-04,9.439930778223673243e-04,4.669610833621757543e-05,-1.720050475538320621e-03,1.187288734872066296e-04,-9.045261224556440469e-04,-8.274616433024756723e-04,-1.908639479775148815e-03,-1.097299286967802235e-04,1.184897673968370447e-04,1.379067815296725844e-03,6.640801444981221516e-05,1.702247279507129892e-04,4.891319276481960682e-04,-4.229885628730117191e-04,-1.625795410143336640e-04,1.706442695654443627e-04,-1.093062211075531299e-03,-3.074830668942608522e-03,-1.803600484676767292e-03,-2.405407456957013384e-04,2.360779196252727093e-03,-5.136099567638556095e-05,-8.188829073442804092e-05,5.711509452266643701e-06
-9.348090663506317360e-05,-6.667338290468900319e-04,-3.430569034722767046e-04,-2.808980121838296380e-03,-2.069836533500390811e-03,3.643244439879053231e-04,-1.888756143252918974e-03,7.680478284533749666e-05,-8.614643711635099109e-04,9.787652866121480008e-06,-6.682812525652472068e-05,6.579584694010102129e-05,-1.493678538136843266e-04,-2.417150860903031660e-04,-1.917765938212956855e-03,-1.250935425281957927e-04,4.933934518967034990e-04,1.506575815958149369e-03,-1.516226455479527434e-03,-1.121269600864720868e-03,-9.907803105523850203e-05,-3.573290112418208223e-03,1.534657550628265078e-04,1.956916067802481787e-04,-5.405392191860859848e-05,-4.968960542467386598e-05,-4.994897919736412777e-04,2.225089053490842263e-04,1.114714130059173657e-03,-1.019840077283798658e-03,7.738606517203632440e-04,3.353666778271539709e-04,-3.879712959115618528e-03,1.145565133947888995e-04,2.236632666836086032e-04,-1.649811783257939136e-03
9.490590294971446982e-05,-1.156812580169592038e-04,-2.849926705639748627e-05,3.816344716990141030e-04,4.156435314767525186e-04,-2.725099601209316413e-04,-2.733714418907814622e-04,3.874776389381952432e-05,-6.879639695212762251e-03,7.688832003616006194e-05,-9.821968159395810230e-05,7.186913257365573366e-05,-6.238958361000426778e-04,-6.462563759353150508e-05,7.988847384652169041e-05,-2.132807400889260338e-04,1.188909994837700484e-04,4.125732012589595392e-04,-1.653076464456484164e-05,1.588392295095540771e-03,9.282693608307733947e-05,1.163804014531094480e-03,1.283168290354663439e-04,-1.354701934713949129e-04,1.826782942115872505e-04,-1.663890584773679900e-04,-3.409940735314776817e-04,5.386775767653345680e-05,-4.740391155938386927e-04,5.396730920752926567e-04,1.137360913256091647e-03,-2.464836144987614234e-04,1.667307560597103928e-03,-3.193407159778849868e-05,1.144366363528989640e-04,1.673447820976085507e-03
-8.655969600806198477e-05,1.608335657945746404e-05,-6.554339773850378914e-04,5.418957512066611000e-05,8.281753907537294001e-05,-4.788918454285433408e-05,-6.159111110424298006e-05,9.632389067674580448e-04,-7.848161039359967471e-05,-1.295061444684853685e-04,7.369850002856541285e-05,-1.252234054108580048e-04,-1.250711127539324750e-04,1.562043431049573252e-05,-2.408712799941664206e-04,1.802205040498233973e-03,-9.221880365311075668e-04,-2.180609064588768561e-06,1.261074188340500363e-03,2.121793176513153966e-05,-1.038214870579321283e-03,8.098926161651475407e-05,-2.375170054493648542e-03,-9.949304435779129566e-06,2.516855120694797654e-06,-3.360894108868981280e-05,-2.658322171556673887e-04,-2.199660753832575772e-03,5.582033877066443044e-04,-1.672166885838150007e-05,-1.201795263591889983e-04,-2.145552049061166811e-03,1.910674281285004101e-05,2.229384673140602502e-04,-4.829067229516374667e-05,-1.692219744158471011e-05
4.107679256208335674e-05,-6.720012955616963253e-05,2.639925324602376876e-04,1.118253109857315317e-04,-2.045270755251742784e-04,-8.435131444366243897e-04,-1.224803251967205512e-04,-1.892210681695457751e-03,-1.277883359759959835e-04,-1.594501814672969451e-04,-1.182538477112632808e-04,6.488620013277594583e-04,7.530930081777067022e-05,-1.350760862876373872e-04,-3.479124309716889176e-04,1.168536925465581307e-03,2.691080189566755296e-03,4.141900735839699078e-05,1.697255366502196158e-03,-2.801304725848810722e-06,1.339866927783957187e-03,-4.282373691991197759e-04,-7.956358355335485391e-04,5.877966537343645151e-04,6.155536197805982828e-04,-3.335452320088869074e-04,-2.734402234034424579e-04,-1.429403234593216694e-03,-4.480890212841593160e-04,2.434115787799413840e-05,6.330676421956822272e-04,2.954061665124793797e-03,1.252097353188396311e-04,-1.397314501752781445e-03,1.740533698142380048e-05,2.853351268177598573e-06
